source,date,channel,product,text,language,clean_text,topic,sentiment,annotator,confidence
CRM Tool,05/11/2025 00:00,Service Web,Card Authorization and Risk,to enable transactions in usacard no accountnumber visa gold,unknown,to enable transactions in usacard no accountnumber visa gold,,,,
CRM Tool,18/11/2025 00:00,Service Web,Card Production,ticket no branch tom mboya,unknown,ticket no branch tom mboya,,,,
CRM Tool,12/11/2025 00:00,Service Web,Card Authorization and Risk,amend online to ksh for a oneoff transaction,unknown,amend online to ksh for a oneoff transaction,,,,
CRM Tool,10/11/2025 00:00,Service Email,One Month Loan,nbspname morningi was deducted money from my account before the repayment period was over and i have been paying the money every monthnbsp,english,morningi was deducted money from my account before the repayment period was over and i have been paying the money every month,,,,
CRM Tool,17/11/2025 00:00,Service Web,Equitel Operations,assist to create on,unknown,assist to create on,,,,
CRM Tool,07/11/2025 00:00,Service Email,Mobile,nbspname me reset my password while using mobile app,unknown,me reset my password while using mobile app,,,,
CRM Tool,12/11/2025 00:00,Service Email,Mobile,nbspnamenbsp i am trying to log in to my account and i seem to have forgotten my password can i reset it,english,i am trying to log in to my account and i seem to have forgotten my password can i reset it,,,,
CRM Tool,12/11/2025 00:00,Service Web,Credit CRB,assist to update the subject loan account,english,assist to update the subject loan account,,,,
CRM Tool,04/12/2025 00:00,Service Web,Central Custody Unit (CCU),confirm whether the following security is held title deed no nyandaruasouyh kinangop ino tabitha nyokabi kihoro the mvfsvinvdate of valuation and charge held for timothy njoroge kihoroe cifaccountnumber accaccountnumber,english,confirm whether the following security is held title deed no nyandaruasouyh kinangop ino tabitha nyokabi kihoro the mvfsvinvdate of valuation and charge held for timothy njoroge kihoroe cifaccountnumber accaccountnumber,,,,
CRM Tool,06/11/2025 00:00,Service Email,Mobile,is my number phone ididnumber,english,is my number phone ididnumber,,,,
CRM Tool,12/11/2025 00:00,Service Web,Card Production,please assist to eliminate the attached error in red client not ready when printing customer card number accountnumber regards,english,please assist to eliminate the attached error in red client not ready when printing customer card number accountnumber regards,,,,
CRM Tool,24/11/2025 00:00,Service Email,Card Transaction Disputes,i have been trying to make payment tonbsp but the payment has been declined several timesnbsp account detailsnbspare as follows accountnumber digits of the card digits of the card idnumber please find the screenshot of the decline messagenbsp and urgently assist namenbspregards,english,i have been trying to make payment to but the payment has been declined several times account details as follows accountnumber digits of the card digits of the card idnumber please find the screenshot of the decline message and urgently assist name,,,,
CRM Tool,21/11/2025 00:00,Service Email,One Month Loan,n email has sent you a protected message the message about messages protected by on email encryption wa,english,n email has sent you a protected message the message about messages protected by on email encryption wa,,,,
CRM Tool,19/11/2025 00:00,Service Email,Mobile,nbspname my is i have been trying to access my account via my phone but i cant number accountnumbernbsp assist,english,my is i have been trying to access my account via my phone but i cant number accountnumber assist,,,,
CRM Tool,03/12/2025 00:00,Service Web,Motor Vehicle,issue a windscreen repair lpo in,unknown,issue a windscreen repair lpo in,,,,
CRM Tool,07/12/2025 00:00,Service Web,SWIFT,you transact money directly from my account in usd,english,you transact money directly from my account in usd,,,,
CRM Tool,07/11/2025 00:00,Service Email,TerraPay,you are doing well address the senders concern regarding the noncredit of funds for the transactions mentioned below we kindly request your assistance in investigating the matter will help us confirm the transaction status with supporting evidence enabling us to respond to the sender and close the loop on their inquiry help us by providing the following details of deposit in the form of a success reference id or receipt credit timestamp your reference please find the transaction details below id nbspname reference id gmt tplm ok okaccountnumbertplm accountnumber accountnumber ecobank rwanda mugisha ben tplm ok okaccountnumbertplm accountnumber accountnumber ecobank rwanda mugisha ben tplm ok okaccountnumbertplm accountnumber accountnumber ecobank rwanda mugisha ben tplm ok okaccountnumbertplm accountnumber accountnumber ecobank rwanda mugisha ben appreciate your support and look forward to your response let us know if you need any additional information from our side amp namenbsp email nbspnbspnbsp us onnbsplinkedinnbspnbsp gb nl za ke ug tz cd cg mu in ca sg us ae my lt us onnbspnamenbspnbsplinkedinnbspnbspname,english,you are doing well address the senders concern regarding the noncredit of funds for the transactions mentioned below we kindly request your assistance in investigating the matter will help us confirm the transaction status with supporting evidence enabling us to respond to the sender and close the loop on their inquiry help us by providing the following details of deposit in the form of a success reference id or receipt credit timestamp your reference please find the transaction details below id reference id gmt tplm ok okaccountnumbertplm accountnumber ecobank rwanda mugisha ben tplm ok okaccountnumbertplm accountnumber ecobank rwanda mugisha ben tplm ok okaccountnumbertplm accountnumber ecobank rwanda mugisha ben tplm ok okaccountnumbertplm accountnumber ecobank rwanda mugisha ben appreciate your support and look forward to your response let us know if you need any additional information from our side amp name email us on gb nl za ke ug tz cd cg mu in ca sg us ae my lt us on,,,,
CRM Tool,08/12/2025 00:00,Service Email,Motor Vehicle,vehicle had another windscreen claim on which was processed windscreen benefit is therefore utilized and the current windscreen claim is inadmissible namenbsp namenbsp upperhill by email namenbsp via email pm email email a email email email email email email email email email fwd windscreen claim grain industries ltd kcs y email register and issue lpo from windscreen claim grain industries ltd kcs y pm pm k pm find attached and advise to issue replacement lpo from regards,english,vehicle had another windscreen claim on which was processed windscreen benefit is therefore utilized and the current windscreen claim is inadmissible name name upperhill by email name via email pm email a email fwd windscreen claim grain industries ltd kcs y email register and issue lpo from windscreen claim grain industries ltd kcs y pm k pm find attached and advise to issue replacement lpo from regards,,,,
CRM Tool,24/11/2025 00:00,Service Web,Agency POS Support Kenya,kindly assist the agent error on the android machine indicating incorrect pin pin when withdrawing tid idnumber bech enterprises serial nwp,english,kindly assist the agent error on the android machine indicating incorrect pin when withdrawing tid idnumber bech enterprises serial nwp,,,,
CRM Tool,27/11/2025 00:00,Service Email,Mobile,nbspnamei forgot my password please assist menbsp,unknown,forgot my password please assist me,,,,
CRM Tool,14/11/2025 00:00,Service Web,Motor Vehicle,note the risk note with tor is already attached,english,note the risk note with tor is already attached,,,,
CRM Tool,26/11/2025 00:00,Service Email,Mobile,loan app isnt workingnbsp,english,loan app isnt working,,,,
CRM Tool,02/11/2025 00:00,Service Web,Online,i have an issue i have forgotten my password right now i cant open my app yet i want to do some transactions i inquired but you did send it via sms since i cannot access to messages right now coz im not in help me with my password i want to access it its reauired,unknown,i have an issue i have forgotten my password right now i cant open my app yet i want to do some transactions i inquired but you did send it via sms since i cannot access to messages right now coz im not in help me with my password i want to access it its reauired,,,,
CRM Tool,11/11/2025 00:00,Service Email,Personal/Salary Loans,kind of services is this email wrote namenbsp email wrote on this and also you received the loan installment yesterday and heard cleared the loan amount will i receive the refund after clearancenbsp email wrote,english,kind of services is this email wrote name email wrote on this and also you received the loan installment yesterday and heard cleared the loan amount will i receive the refund after clearance email wrote,,,,
CRM Tool,10/11/2025 00:00,Service Email,Mobile,nbspname afternoon please kindly assist me with my password i cant get itnbsp,unknown,afternoon please kindly assist me with my password i cant get it,,,,
CRM Tool,08/11/2025 00:00,Service Web,Mobile,namenbspevening i was able to login app is working fine now you,english,name i was able to login app is working fine now you,,,,
CRM Tool,15/11/2025 00:00,Service Web,Central Custody Unit (CCU),on confirming if the security kav k is held,english,on confirming if the security kav k is held,,,,
CRM Tool,11/11/2025 00:00,Service Email,Mobile,nbspname app is not working can you please update it for me,english,app is not working can you please update it for me,,,,
CRM Tool,11/11/2025 00:00,Service Email,MPESA Transactions,assist to reverse funds erroneously send to wrong number ac accountnumber kes mpesa number phone transaction of has been credited tonbsp phonenbsp grace jepkemei murei namenbsp eqxbecdc mpesa namenbsp tkbwtpk onnbsp at regards namenbspnbsp officerchannels namename tnbsp nbspnbsp cell phone wnbspname nbspnbspnbspnbspnbspnbsp is regulated by the of,english,assist to reverse funds erroneously send to wrong number ac accountnumber kes mpesa number phone transaction of has been credited to phone grace jepkemei murei name eqxbecdc mpesa name tkbwtpk on at regards name officerchannels namename t cell phone w is regulated by the of,,,,
CRM Tool,14/11/2025 00:00,Service Email,Mobile,am plz help me l forgot my pin,unknown,am plz help me l forgot my pin,,,,
CRM Tool,27/11/2025 00:00,Service Email,Over-the-counter,has zero balance regardsnbsp nbspnbsp bisengimana jeannbsppierrenbsp musanze branchnbsp plcnbsp cellnbspaccountnumber extnbsp nbspnbspnbspnbspnbspnbsp email am email email email email email email ug it and email email email email akia fiona email email intercountrypaymentsupport email email re failed intercountry transaction to the request mentioned below we would like to share the current status from our side confirm the actual status of the account and advise on the appropriate way the customer should be treated email pm email email email email email ug it and email email akia fiona email email intercountrypaymentsupport email email email failed intercountry transaction cant be done if account is frozen in compliance team to advise please check and advise and tnbsp wnbspname nbspnbspnbspnbspnbsp email email email email email ug it and email email intercountrypaymentsupport email akia fiona email email failed intercountry transaction namenbsp support with the errornbspnbsp ext nbspnbspnbspnbspnbspnbsp email pm email email email email ug it and email akia fiona email email failed intercountry transaction still the same namenbsp kabale branch phone email pm email email email email ug it and email akia fiona email email failed intercountry transaction namenbsp try again using finacle share screenshot ext nbspnbspnbspnbspnbspnbsp namenbspname email namenbspname pm namenbspname email email email email ug it and email namenbspakia fiona email email namenbspname failed intercountry transaction team support customer has been here since morning n relationship supervisorcash if god is for us who can be against us namenbspname email namenbspname namenbspname email email email email ug it and email namenbspakia fiona email namenbspname failed intercountry transaction advise th ext wnbspname nbspnbspnbspnbspnbsp namenbspname email namenbspname pm namenbspname email email email ug it and email email namenbspakia fiona email namenbspname failed intercountry transaction team is showing the same error namenbsp kabale branch phone namenbspname email namenbspname pm namenbspname email email email ug it and email email namenbspakia fiona email namenbspname failed intercountry transaction n relationship supervisorcash if god is for us who can be against us namenbspname email namenbspname namenbspname email email email ug it and email email namenbspakia fiona email namenbspname failed intercountry transaction namenbsp confirm the finacle link you are using ext nbspnbspnbspnbspnbspnbsp namenbspname email namenbspname am namenbspname email email ug it and email email namenbspakia fiona email namenbspname failed intercountry transaction email advise on this namenbsp ict wnbspname namenbspname email namenbspname namenbspname email ug it and email email namenbspakia fiona email namenbspname failed intercountry transaction team support n relationship supervisorcash if god is for us who can be against us namenbspname email namenbspname namenbspug it and email email namenbspakia fiona email email namenbspfailed intercountry transaction team kindly support as am getting this error while making a deposit on a account namenbsp kabale branch phone,english,has zero balance regards bisengimana jean musanze branch plc cell ext email am email ug it and email akia fiona email intercountrypaymentsupport email re failed intercountry transaction to the request mentioned below we would like to share the current status from our side confirm the actual status of the account and advise on the appropriate way the customer should be treated email pm email ug it and email akia fiona email intercountrypaymentsupport email failed intercountry transaction cant be done if account is frozen in compliance team to advise please check and advise and t w email ug it and email intercountrypaymentsupport email akia fiona email failed intercountry transaction name support with the error ext email pm email ug it and email akia fiona email failed intercountry transaction still the same name kabale branch phone email pm email ug it and email akia fiona email failed intercountry transaction name try again using finacle share screenshot ext name email name pm name email ug it and email name fiona email name failed intercountry transaction team support customer has been here since morning n relationship supervisorcash if god is for us who can be against us name email name name email ug it and email name fiona email name failed intercountry transaction advise th ext w name email name pm name email ug it and email name fiona email name failed intercountry transaction team is showing the same error name kabale branch phone name email name pm name email ug it and email name fiona email name failed intercountry transaction n relationship supervisorcash if god is for us who can be against us name email name name email ug it and email name fiona email name failed intercountry transaction name confirm the finacle link you are using ext name email name am name email ug it and email name fiona email name failed intercountry transaction email advise on this name ict w name email name name email ug it and email name fiona email name failed intercountry transaction team support n relationship supervisorcash if god is for us who can be against us name email name name it and email name fiona email name intercountry transaction team kindly support as am getting this error while making a deposit on a account name kabale branch phone,,,,
CRM Tool,06/11/2025 00:00,Service Web,Life,place cover,unknown,place cover,,,,
CRM Tool,18/11/2025 00:00,Mobile App,MPESA Transactions,these transactions were undelivered please refund to my account or deliver,english,these transactions were undelivered please refund to my account or deliver,,,,
CRM Tool,25/11/2025 00:00,Service Web,Motor Vehicle,update line of business updated and ticket assigned on tq,english,update line of business updated and ticket assigned on tq,,,,
Google Store,04/01/2026 00:00,google store reviews,ios mobile banking app,easy secure and flexible w,english,easy secure and flexible w,,,,
CRM Tool,26/11/2025 00:00,Service Email,Mobile,nbspname mwiti of id idnumber i have difficultynbsp downloading appnbsp helpnbsp,unknown,mwiti of id idnumber i have difficulty downloading app help,,,,
CRM Tool,08/11/2025 00:00,Service Web,Motor Vehicle,share the clients occupation to enable us to place cover email issued dominic wambua kiilu pm pm pm risk note pm risk note pm assist to issue annual certificate,english,share the clients occupation to enable us to place cover email issued dominic wambua kiilu pm risk note pm risk note pm assist to issue annual certificate,,,,
CRM Tool,12/11/2025 00:00,Service Web,Agency POS Support Kenya,tid florence muasa serialnwp not giving balance and withdrawing error,english,tid florence muasa serialnwp not giving balance and withdrawing error,,,,
CRM Tool,06/12/2025 00:00,Phone,MPESA Transactions,you for your email transaction for has been reversed reversal transaction is tlfpflksc you require further information please do not hesitate to contact us on mpesa or email you for choosing namenbsp nbspnbsp namenbsp nbspnbsp nbspname mpesa namenbsp p o namenbsp email was sent from outside the organization not click links or open attachments unless you recognize the sender and know the content is safe email have attempted reversal but it declined line is in suspended state check if you can recover any amount from accountnumber amp pm mpesa to wrong number pm pm pm number accountnumber pm confirm wrong number shared pm confirm wrong number sharednbsp pm process below reversal accountnumber amp pm accountnumber namenbsp amp mname accountnumber mname number is the mobile banking number the customer used to make the transaction reversal sms will be sent to this number for recipient,english,you for your email transaction for has been reversed reversal transaction is tlfpflksc you require further information please do not hesitate to contact us on mpesa or email you for choosing name name mpesa name p o name email was sent from outside the organization not click links or open attachments unless you recognize the sender and know the content is safe email have attempted reversal but it declined line is in suspended state check if you can recover any amount from accountnumber amp pm mpesa to wrong number pm number accountnumber pm confirm wrong number shared pm confirm wrong number shared pm process below reversal accountnumber amp pm accountnumber name amp mname accountnumber mname number is the mobile banking number the customer used to make the transaction reversal sms will be sent to this number for recipient,,,,
CRM Tool,05/12/2025 00:00,Service Web,Card Authorization and Risk,dear team assist us to amend limit of the card with card number numberaccountnumber thank you regards david mutooto,english,dear team assist us to amend limit of the card with card number numberaccountnumber thank you regards david mutooto,,,,
CRM Tool,22/11/2025 00:00,Service Web,Card Authorization and Risk,online purchase limit amendment from million to million shillings amend the clients limit from m to m,english,online purchase limit amendment from million to million shillings amend the clients limit from m to m,,,,
CRM Tool,20/11/2025 00:00,Service Web,Life,note on paid to cif idnumber instead of idnumber amount was supposed to clear his credit life on accrual policy cover,unknown,note on paid to cif idnumber instead of idnumber amount was supposed to clear his credit life on accrual policy cover,,,,
CRM Tool,18/11/2025 00:00,Service Email,Merchant Payments and Settlements,the attached customer came to shop cashier has use eft machine for transaction after putting pin number it was showing error on eft machine network failure after that cashier use network off line machine which has gone through customer got times sms from bob bank for debit that transaction following with from bank he said from there side its shows transaction gone through successfully please reverse this amount amp accountnumber email,english,the attached customer came to shop cashier has use eft machine for transaction after putting pin number it was showing error on eft machine network failure after that cashier use network off line machine which has gone through customer got times sms from bob bank for debit that transaction following with from bank he said from there side its shows transaction gone through successfully please reverse this amount amp accountnumber email,,,,
CRM Tool,07/12/2025 00:00,Service Email,TerraPay,team hope this message finds you well would like to request an urgent pushthrough for the transfer tts due to a critical medical emergency nameoutgoing transaction id tts account numberaccountnumber tzs komlannbsp nbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbsp id idnumberdfcdadff idnumberdfcdadff fca,english,team hope this message finds you well would like to request an urgent pushthrough for the transfer tts due to a critical medical emergency nameoutgoing transaction id tts account numberaccountnumber tzs komlan id idnumberdfcdadff fca,,,,
CRM Tool,15/11/2025 00:00,Service Email,One Month Loan,i applied from ngong branch k salary advance loan,english,i applied from ngong branch k salary advance loan,,,,
CRM Tool,20/11/2025 00:00,Mobile App,One Month Loan,i clear my from crb but i cant get a new loan why now surel,english,i clear my from crb but i cant get a new loan why now surel,,,,
CRM Tool,10/11/2025 00:00,Service Web,Credit CRB,update crb for the subject accountnumber,english,update crb for the subject accountnumber,,,,
CRM Tool,05/11/2025 00:00,Service Email,Mobile,its not logging in just share it through my email email wrote yes i have account nbspname you for your responsenbsp email wrote,english,its not logging in just share it through my email wrote yes i have account you for your response email wrote,,,,
CRM Tool,29/11/2025 00:00,Service Web,Card Production,kindly assist to print card in auto branch to a staff who has a premium card nzayisingiza h nameaccountnumber,unknown,kindly assist to print card in auto branch to a staff who has a premium card nzayisingiza h nameaccountnumber,,,,
CRM Tool,05/11/2025 00:00,Service Email,One Month Loan,nbspname bank my is maiyo gimei i have been your client for a very long time and i have a loan but i have a problem with my installment period which is too short with only month instead of twelve monthsnbsp,english,bank my is maiyo gimei i have been your client for a very long time and i have a loan but i have a problem with my installment period which is too short with only month instead of twelve months,,,,
CRM Tool,19/11/2025 00:00,Service Email,TerraPay,team hope this message finds you well customer has requested a refund for the transaction accountnumber because it was reported as fraudulent you please cancel this transaction and advise once complete names account number accountnumber namenbspsafaricomkenya kes nbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbspnbsp id daaecfaebaaddbe daaecfaebaaddbe fca,english,team hope this message finds you well customer has requested a refund for the transaction accountnumber because it was reported as fraudulent you please cancel this transaction and advise once complete names account number accountnumber name kes id daaecfaebaaddbe fca,,,,
CRM Tool,05/11/2025 00:00,Service Email,Western Union,sirmadam seems that some money with referencenbspmtcnnbspaccountnumber was rejected i know why regards,unknown,sirmadam seems that some money with reference was rejected i know why regards,,,,
CRM Tool,06/11/2025 00:00,Service Web,Motor Vehicle,assist issue annual tpo,unknown,assist issue annual tpo,,,,
CRM Tool,07/11/2025 00:00,Service Web,Mobile,assist to delete profile account accountnumbername unable to reset mobile password,english,assist to delete profile account accountnumbername unable to reset mobile password,,,,
CRM Tool,22/11/2025 00:00,Service Email,PWE/BILLER Transactions,till number phone amount amp time at reference tkrnktn,unknown,till number phone amount amp time at reference tkrnktn,,,,
CRM Tool,18/11/2025 00:00,Service Email,MPESA Transactions,id idnumber njeri wanderi,unknown,id idnumber njeri wanderi,,,,
CRM Tool,05/11/2025 00:00,Service Email,Mobile,nbspname my banking app does not function cannot allow me to check balance neither any kind of any service intervene it has been a while and ive been addressing this issue to you and no change no action taken you as you purpose to assist,english,my banking app does not function cannot allow me to check balance neither any kind of any service intervene it has been a while and ive been addressing this issue to you and no change no action taken you as you purpose to assist,,,,
CRM Tool,22/11/2025 00:00,Service Email,Mobile,its been a week since i got any helpplease advice on a solution faster than a ticketso should visit any branch for more help since you havent been able to guide me further,unknown,its been a week since i got any helpplease advice on a solution faster than a ticketso should visit any branch for more help since you havent been able to guide me further,,,,
CRM Tool,20/11/2025 00:00,Service Email,Mobile,nbspnames wrong i want to use my app and its telling me to contact you first what could be a problem,english,wrong i want to use my app and its telling me to contact you first what could be a problem,,,,
CRM Tool,05/12/2025 00:00,Service Email,Mobile,from my ipad how do i select country dont see listed,unknown,from my ipad how do i select country dont see listed,,,,
CRM Tool,04/12/2025 00:00,Service Web,Mobile,i am experiencingnbsp challenge in signing in,unknown,i am experiencing challenge in signing in,,,,
CRM Tool,11/11/2025 00:00,Service Web,Cheques,kisii branchcheques deletion in veracious system cheque amount wrongly capturedamount captured was instead of account noaccountnumber account namehilstech construction limited cheque amount cheque no drawers namename primary school,english,kisii branchcheques deletion in veracious system cheque amount wrongly capturedamount captured was instead of account noaccountnumber account namehilstech construction limited cheque amount cheque no drawers namename primary school,,,,
CRM Tool,20/11/2025 00:00,Service Email,Over-the-counter,namenbsp your guidance and support and tnbsp wnbspname nbspnbspnbspnbspnbsp n email email ug imt email email email ug email email intercountrypaymentsupport email m email email email intercountry for juba expressaccountnumber ug kindly confirm if they can proceed kayaga ngobi flavia operations manager arua park branch email accountnumber avaya wnbspname nbspnbspnbspnbspnbsp email pm n email ug imt email email email ug email email intercountrypaymentsupport email m email email email intercountry for juba expressaccountnumber n team are you referring to namenbspthe tz team proceed with debiting nostro and crediting the tz account t ext mob wnbspname n email ug imt email email email ug email email intercountrypaymentsupport email m email email email intercountry for juba expressaccountnumber team kind reminder this is still pending kayaga ngobi flavia operations manager arua park branch email accountnumber avaya wnbspname nbspnbspnbspnbspnbsp n email pm ug imt email email email ug email email intercountrypaymentsupport email m email email email intercountry for juba expressaccountnumber team kindly support kayaga ngobi flavia operations manager arua park branch email accountnumber avaya wnbspname nbspnbspnbspnbspnbsp email email pm n email myq scanned document the attachment for your scanned document myq,english,name your guidance and support and t w n email ug imt email ug email intercountrypaymentsupport email m email intercountry for juba expressaccountnumber ug kindly confirm if they can proceed kayaga ngobi flavia operations manager arua park branch email accountnumber avaya w email pm n email ug imt email ug email intercountrypaymentsupport email m email intercountry for juba expressaccountnumber n team are you referring to name tz team proceed with debiting nostro and crediting the tz account t ext mob w n email ug imt email ug email intercountrypaymentsupport email m email intercountry for juba expressaccountnumber team kind reminder this is still pending kayaga ngobi flavia operations manager arua park branch email accountnumber avaya w n email pm ug imt email ug email intercountrypaymentsupport email m email intercountry for juba expressaccountnumber team kindly support kayaga ngobi flavia operations manager arua park branch email accountnumber avaya w email pm n email myq scanned document the attachment for your scanned document myq,,,,
CRM Tool,08/11/2025 00:00,Service Web,Card Authorization and Risk,team support,unknown,team support,,,,
CRM Tool,26/11/2025 00:00,Service Email,EazzyBiz,allnbsp find attached for the below transactionnbsp,english,all find attached for the below transaction,,,,
CRM Tool,15/11/2025 00:00,Service Web,MPESA Transactions,phone to accountnumberview point cereals ltd amount date,unknown,phone to accountnumberview point cereals ltd amount date,,,,
CRM Tool,15/11/2025 00:00,Service Email,Mobile,with thanks still when i try to buy float im told sorry we are unable to debit this account for for float purchasenbsp,english,with thanks still when i try to buy float im told sorry we are unable to debit this account for float purchase,,,,
CRM Tool,22/11/2025 00:00,Service Email,Mobile,account number as requested before is accountnumber,english,account number as requested before is accountnumber,,,,
CRM Tool,10/11/2025 00:00,Service Email,MPESA Transactions,partner i believe we have been looped into the email below in error redirect it to namenbspfor their action namenbsp ncba namenbsp ncba st phone phonenbsp whatsapp email kencbagroupcomnbspnbsp mpesa email gmt email email email email email email email paybill reversal tksghka caution email has originated from outside the organization not click links or open attachments unless you recognize the sender and know the content is safe namename namenbsp you for your continued support on mpesa verify and reverse the payment below reported as erroneous you can reply to this mail giving us authority to reverse the amount back to customer mpesa plc p o namenbsp phone email or email c email and any attachments are intended solely for the recipients and may contain confidential andor privileged information you are not the intended recipient please notify the sender and delete it use or disclosure or distribution is prohibited content of this email is for informational purposes only and does not create any binding contractual obligations on behalf of the sender or of ncba unless explicitly stated note that any views or opinions expressed in this email are solely those of the author and do not necessarily represent those of ncba email may contain personal confidential or sensitive information please handle it in compliance with applicable data protection laws to prevent any legal consequences we have taken precautions to ensure that this email and any attachments are free from viruses we advise that the recipient conducts their own virus checks before opening any attachments cannot accept liability for any damage caused by viruses transmitted by this email you,english,partner i believe we have been looped into the email below in error redirect it to name their action name ncba name ncba st phone whatsapp email kencbagroupcom mpesa email gmt email paybill reversal tksghka caution email has originated from outside the organization not click links or open attachments unless you recognize the sender and know the content is safe namename name you for your continued support on mpesa verify and reverse the payment below reported as erroneous you can reply to this mail giving us authority to reverse the amount back to customer mpesa plc p o name phone email or email c email and any attachments are intended solely for the recipients and may contain confidential andor privileged information you are not the intended recipient please notify the sender and delete it use or disclosure or distribution is prohibited content of this email is for informational purposes only and does not create any binding contractual obligations on behalf of the sender or of ncba unless explicitly stated note that any views or opinions expressed in this email are solely those of the author and do not necessarily represent those of ncba email may contain personal confidential or sensitive information please handle it in compliance with applicable data protection laws to prevent any legal consequences we have taken precautions to ensure that this email and any attachments are free from viruses we advise that the recipient conducts their own virus checks before opening any attachments cannot accept liability for any damage caused by viruses transmitted by this email you,,,,
CRM Tool,05/11/2025 00:00,Service Email,Mobile,nbspi have trouble in signing in to app may i get some help pleasenbsp,unknown,have trouble in signing in to app may i get some help please,,,,
CRM Tool,18/11/2025 00:00,Service Email,MPESA Transactions,nbspname has my that was unsuccessful to withdraw still has not been returned in my account,english,has my that was unsuccessful to withdraw still has not been returned in my account,,,,
CRM Tool,02/11/2025 00:00,Service Email,Mobile,nbspname my mobile app is not opening kindly activate for me,english,my mobile app is not opening kindly activate for me,,,,
CRM Tool,20/11/2025 00:00,Service Email,Credit CRB,id no idnumber jedidah macharia email wrote id no idnumber email wrote,unknown,id no idnumber jedidah macharia email wrote id no idnumber email wrote,,,,
CRM Tool,06/11/2025 00:00,Service Email,Mobile,nbspname im i not been verified to set a new passwordnbsp,unknown,im i not been verified to set a new password,,,,
CRM Tool,02/11/2025 00:00,Service Email,Mobile,nbspname app bank telling me that my limit is exceeded i cant even send money am far am not in kenya bank here help me you,english,app bank telling me that my limit is exceeded i cant even send money am far am not in kenya bank here help me you,,,,
